time;V(/BIT_0);V(/BIT_1);V(/BIT_2);V(/Shaped_Out);
8.00044e-05;0;0;0;-1.64629e-06;
8.00144e-05;0;0;0;-1.64596e-06;
8.00244e-05;0;0;0;-1.64563e-06;
8.00344e-05;0;0;0;-1.6453e-06;
8.00444e-05;0;0;0;-1.64497e-06;
8.00544e-05;0;0;0;-1.64464e-06;
8.00644e-05;0;0;0;-1.64431e-06;
8.00744e-05;0;0;0;-1.64399e-06;
8.00844e-05;0;0;0;-1.64366e-06;
8.00944e-05;0;0;0;-1.64333e-06;
8.01044e-05;0;0;0;-1.643e-06;
8.01144e-05;0;0;0;-1.64267e-06;
8.01244e-05;0;0;0;-1.64234e-06;
8.01344e-05;0;0;0;-1.64201e-06;
8.01444e-05;0;0;0;-1.64169e-06;
8.01544e-05;0;0;0;-1.64136e-06;
8.01644e-05;0;0;0;-1.64103e-06;
8.01744e-05;0;0;0;-1.6407e-06;
8.01844e-05;0;0;0;-1.64037e-06;
8.01944e-05;0;0;0;-1.64004e-06;
8.02044e-05;0;0;0;-1.63972e-06;
8.02144e-05;0;0;0;-1.63939e-06;
8.02244e-05;0;0;0;-1.63906e-06;
8.02344e-05;0;0;0;-1.63873e-06;
8.02444e-05;0;0;0;-1.6384e-06;
8.02544e-05;0;0;0;-1.63808e-06;
8.02644e-05;0;0;0;-1.63775e-06;
8.02744e-05;0;0;0;-1.63742e-06;
8.02844e-05;0;0;0;-1.63709e-06;
8.02944e-05;0;0;0;-1.63677e-06;
8.03044e-05;0;0;0;-1.63644e-06;
8.03144e-05;0;0;0;-1.63611e-06;
8.03244e-05;0;0;0;-1.63578e-06;
8.03344e-05;0;0;0;-1.63546e-06;
8.03444e-05;0;0;0;-1.63513e-06;
8.03544e-05;0;0;0;-1.6348e-06;
8.03644e-05;0;0;0;-1.63447e-06;
8.03744e-05;0;0;0;-1.63415e-06;
8.03844e-05;0;0;0;-1.63382e-06;
8.03944e-05;0;0;0;-1.63349e-06;
8.04044e-05;0;0;0;-1.63317e-06;
8.04144e-05;0;0;0;-1.63284e-06;
8.04244e-05;0;0;0;-1.63251e-06;
8.04344e-05;0;0;0;-1.63219e-06;
8.04444e-05;0;0;0;-1.63186e-06;
8.04544e-05;0;0;0;-1.63153e-06;
8.04644e-05;0;0;0;-1.63121e-06;
8.04744e-05;0;0;0;-1.63088e-06;
8.04844e-05;0;0;0;-1.63056e-06;
8.04944e-05;0;0;0;-1.63023e-06;
8.05044e-05;0;0;0;-1.6299e-06;
8.05144e-05;0;0;0;-1.62958e-06;
8.05244e-05;0;0;0;-1.62925e-06;
8.05344e-05;0;0;0;-1.62892e-06;
8.05444e-05;0;0;0;-1.6286e-06;
8.05544e-05;0;0;0;-1.62827e-06;
8.05644e-05;0;0;0;-1.62795e-06;
8.05744e-05;0;0;0;-1.62762e-06;
8.05844e-05;0;0;0;-1.6273e-06;
8.05944e-05;0;0;0;-1.62697e-06;
8.06044e-05;0;0;0;-1.62664e-06;
8.06144e-05;0;0;0;-1.62632e-06;
8.06244e-05;0;0;0;-1.62599e-06;
8.06344e-05;0;0;0;-1.62567e-06;
8.06444e-05;0;0;0;-1.62534e-06;
8.06544e-05;0;0;0;-1.62502e-06;
8.06644e-05;0;0;0;-1.62469e-06;
8.06744e-05;0;0;0;-1.62437e-06;
8.06844e-05;0;0;0;-1.62404e-06;
8.06944e-05;0;0;0;-1.62372e-06;
8.07044e-05;0;0;0;-1.62339e-06;
8.07144e-05;0;0;0;-1.62307e-06;
8.07244e-05;0;0;0;-1.62274e-06;
8.07344e-05;0;0;0;-1.62242e-06;
8.07444e-05;0;0;0;-1.62209e-06;
8.07544e-05;0;0;0;-1.62177e-06;
8.07644e-05;0;0;0;-1.62145e-06;
8.07744e-05;0;0;0;-1.62112e-06;
8.07844e-05;0;0;0;-1.6208e-06;
8.07944e-05;0;0;0;-1.62047e-06;
8.08044e-05;0;0;0;-1.62015e-06;
8.08144e-05;0;0;0;-1.61982e-06;
8.08244e-05;0;0;0;-1.6195e-06;
8.08344e-05;0;0;0;-1.61918e-06;
8.08444e-05;0;0;0;-1.61885e-06;
8.08544e-05;0;0;0;-1.61853e-06;
8.08644e-05;0;0;0;-1.6182e-06;
8.08744e-05;0;0;0;-1.61788e-06;
8.08844e-05;0;0;0;-1.61756e-06;
8.08944e-05;0;0;0;-1.61723e-06;
8.09044e-05;0;0;0;-1.61691e-06;
8.09144e-05;0;0;0;-1.61659e-06;
8.09244e-05;0;0;0;-1.61626e-06;
8.09344e-05;0;0;0;-1.61594e-06;
8.09444e-05;0;0;0;-1.61562e-06;
8.09544e-05;0;0;0;-1.61529e-06;
8.09644e-05;0;0;0;-1.61497e-06;
8.09744e-05;0;0;0;-1.61465e-06;
8.09844e-05;0;0;0;-1.61432e-06;
8.09944e-05;0;0;0;-1.614e-06;
8.10044e-05;0;0;0;-1.61368e-06;
8.10144e-05;0;0;0;-1.61336e-06;
8.10244e-05;0;0;0;-1.61303e-06;
8.10344e-05;0;0;0;-1.61271e-06;
8.10444e-05;0;0;0;-1.61239e-06;
8.10544e-05;0;0;0;-1.61206e-06;
8.10644e-05;0;0;0;-1.61174e-06;
8.10744e-05;0;0;0;-1.61142e-06;
8.10844e-05;0;0;0;-1.6111e-06;
8.10944e-05;0;0;0;-1.61078e-06;
8.11044e-05;0;0;0;-1.61045e-06;
8.11144e-05;0;0;0;-1.61013e-06;
8.11244e-05;0;0;0;-1.60981e-06;
8.11344e-05;0;0;0;-1.60949e-06;
8.11444e-05;0;0;0;-1.60916e-06;
8.11544e-05;0;0;0;-1.60884e-06;
8.11644e-05;0;0;0;-1.60852e-06;
8.11744e-05;0;0;0;-1.6082e-06;
8.11844e-05;0;0;0;-1.60788e-06;
8.11944e-05;0;0;0;-1.60756e-06;
8.12044e-05;0;0;0;-1.60723e-06;
8.12144e-05;0;0;0;-1.60691e-06;
8.12244e-05;0;0;0;-1.60659e-06;
8.12344e-05;0;0;0;-1.60627e-06;
8.12444e-05;0;0;0;-1.60595e-06;
8.12544e-05;0;0;0;-1.60563e-06;
8.12644e-05;0;0;0;-1.60531e-06;
8.12744e-05;0;0;0;-1.60498e-06;
8.12844e-05;0;0;0;-1.60466e-06;
8.12944e-05;0;0;0;-1.60434e-06;
8.13044e-05;0;0;0;-1.60402e-06;
8.13144e-05;0;0;0;-1.6037e-06;
8.13244e-05;0;0;0;-1.60338e-06;
8.13344e-05;0;0;0;-1.60306e-06;
8.13444e-05;0;0;0;-1.60274e-06;
8.13544e-05;0;0;0;-1.60242e-06;
8.13644e-05;0;0;0;-1.6021e-06;
8.13744e-05;0;0;0;-1.60178e-06;
8.13844e-05;0;0;0;-1.60146e-06;
8.13944e-05;0;0;0;-1.60114e-06;
8.14044e-05;0;0;0;-1.60082e-06;
8.14144e-05;0;0;0;-1.6005e-06;
8.14244e-05;0;0;0;-1.60018e-06;
8.14344e-05;0;0;0;-1.59985e-06;
8.14444e-05;0;0;0;-1.59953e-06;
8.14544e-05;0;0;0;-1.59921e-06;
8.14644e-05;0;0;0;-1.59889e-06;
8.14744e-05;0;0;0;-1.59858e-06;
8.14844e-05;0;0;0;-1.59826e-06;
8.14944e-05;0;0;0;-1.59794e-06;
8.15044e-05;0;0;0;-1.59762e-06;
8.15144e-05;0;0;0;-1.5973e-06;
8.15244e-05;0;0;0;-1.59698e-06;
8.15344e-05;0;0;0;-1.59666e-06;
8.15444e-05;0;0;0;-1.59634e-06;
8.15544e-05;0;0;0;-1.59602e-06;
8.15644e-05;0;0;0;-1.5957e-06;
8.15744e-05;0;0;0;-1.59538e-06;
8.15844e-05;0;0;0;-1.59506e-06;
8.15944e-05;0;0;0;-1.59474e-06;
8.16044e-05;0;0;0;-1.59442e-06;
8.16144e-05;0;0;0;-1.5941e-06;
8.16244e-05;0;0;0;-1.59378e-06;
8.16344e-05;0;0;0;-1.59347e-06;
8.16444e-05;0;0;0;-1.59315e-06;
8.16544e-05;0;0;0;-1.59283e-06;
8.16644e-05;0;0;0;-1.59251e-06;
8.16744e-05;0;0;0;-1.59219e-06;
8.16844e-05;0;0;0;-1.59187e-06;
8.16944e-05;0;0;0;-1.59155e-06;
8.17044e-05;0;0;0;-1.59124e-06;
8.17144e-05;0;0;0;-1.59092e-06;
8.17244e-05;0;0;0;-1.5906e-06;
8.17344e-05;0;0;0;-1.59028e-06;
8.17444e-05;0;0;0;-1.58996e-06;
8.17544e-05;0;0;0;-1.58964e-06;
8.17644e-05;0;0;0;-1.58933e-06;
8.17744e-05;0;0;0;-1.58901e-06;
8.17844e-05;0;0;0;-1.58869e-06;
8.17944e-05;0;0;0;-1.58837e-06;
8.18044e-05;0;0;0;-1.58805e-06;
8.18144e-05;0;0;0;-1.58774e-06;
8.18244e-05;0;0;0;-1.58742e-06;
8.18344e-05;0;0;0;-1.5871e-06;
8.18444e-05;0;0;0;-1.58678e-06;
8.18544e-05;0;0;0;-1.58647e-06;
8.18644e-05;0;0;0;-1.58615e-06;
8.18744e-05;0;0;0;-1.58583e-06;
8.18844e-05;0;0;0;-1.58552e-06;
8.18944e-05;0;0;0;-1.5852e-06;
8.19044e-05;0;0;0;-1.58488e-06;
8.19144e-05;0;0;0;-1.58456e-06;
8.19244e-05;0;0;0;-1.58425e-06;
8.19344e-05;0;0;0;-1.58393e-06;
8.19444e-05;0;0;0;-1.58361e-06;
8.19544e-05;0;0;0;-1.5833e-06;
8.19644e-05;0;0;0;-1.58298e-06;
8.19744e-05;0;0;0;-1.58266e-06;
8.19844e-05;0;0;0;-1.58235e-06;
8.19944e-05;0;0;0;-1.58203e-06;
8.20044e-05;0;0;0;-1.58171e-06;
8.20144e-05;0;0;0;-1.5814e-06;
8.20244e-05;0;0;0;-1.58108e-06;
8.20344e-05;0;0;0;-1.58076e-06;
8.20444e-05;0;0;0;-1.58045e-06;
8.20544e-05;0;0;0;-1.58013e-06;
8.20644e-05;0;0;0;-1.57982e-06;
8.20744e-05;0;0;0;-1.5795e-06;
8.20844e-05;0;0;0;-1.57918e-06;
8.20944e-05;0;0;0;-1.57887e-06;
8.21044e-05;0;0;0;-1.57855e-06;
8.21144e-05;0;0;0;-1.57824e-06;
8.21244e-05;0;0;0;-1.57792e-06;
8.21344e-05;0;0;0;-1.5776e-06;
8.21444e-05;0;0;0;-1.57729e-06;
8.21544e-05;0;0;0;-1.57697e-06;
8.21644e-05;0;0;0;-1.57666e-06;
8.21744e-05;0;0;0;-1.57634e-06;
8.21844e-05;0;0;0;-1.57603e-06;
8.21944e-05;0;0;0;-1.57571e-06;
8.22044e-05;0;0;0;-1.5754e-06;
8.22144e-05;0;0;0;-1.57508e-06;
8.22244e-05;0;0;0;-1.57477e-06;
8.22344e-05;0;0;0;-1.57445e-06;
8.22444e-05;0;0;0;-1.57414e-06;
8.22544e-05;0;0;0;-1.57382e-06;
8.22644e-05;0;0;0;-1.57351e-06;
8.22744e-05;0;0;0;-1.57319e-06;
8.22844e-05;0;0;0;-1.57288e-06;
8.22944e-05;0;0;0;-1.57256e-06;
8.23044e-05;0;0;0;-1.57225e-06;
8.23144e-05;0;0;0;-1.57193e-06;
8.23244e-05;0;0;0;-1.57162e-06;
8.23344e-05;0;0;0;-1.5713e-06;
8.23444e-05;0;0;0;-1.57099e-06;
8.23544e-05;0;0;0;-1.57068e-06;
8.23644e-05;0;0;0;-1.57036e-06;
8.23744e-05;0;0;0;-1.57005e-06;
8.23844e-05;0;0;0;-1.56973e-06;
8.23944e-05;0;0;0;-1.56942e-06;
8.24044e-05;0;0;0;-1.5691e-06;
8.24144e-05;0;0;0;-1.56879e-06;
8.24244e-05;0;0;0;-1.56848e-06;
8.24344e-05;0;0;0;-1.56816e-06;
8.24444e-05;0;0;0;-1.56785e-06;
8.24544e-05;0;0;0;-1.56754e-06;
8.24644e-05;0;0;0;-1.56722e-06;
8.24744e-05;0;0;0;-1.56691e-06;
8.24844e-05;0;0;0;-1.5666e-06;
8.24944e-05;0;0;0;-1.56628e-06;
8.25044e-05;0;0;0;-1.56597e-06;
8.25144e-05;0;0;0;-1.56566e-06;
8.25244e-05;0;0;0;-1.56534e-06;
8.25344e-05;0;0;0;-1.56503e-06;
8.25444e-05;0;0;0;-1.56472e-06;
8.25544e-05;0;0;0;-1.5644e-06;
8.25644e-05;0;0;0;-1.56409e-06;
8.25744e-05;0;0;0;-1.56378e-06;
8.25844e-05;0;0;0;-1.56346e-06;
8.25944e-05;0;0;0;-1.56315e-06;
8.26044e-05;0;0;0;-1.56284e-06;
8.26144e-05;0;0;0;-1.56253e-06;
8.26244e-05;0;0;0;-1.56221e-06;
8.26344e-05;0;0;0;-1.5619e-06;
8.26444e-05;0;0;0;-1.56159e-06;
8.26544e-05;0;0;0;-1.56128e-06;
8.26644e-05;0;0;0;-1.56096e-06;
8.26744e-05;0;0;0;-1.56065e-06;
8.26844e-05;0;0;0;-1.56034e-06;
8.26944e-05;0;0;0;-1.56003e-06;
8.27044e-05;0;0;0;-1.55971e-06;
8.27144e-05;0;0;0;-1.5594e-06;
8.27244e-05;0;0;0;-1.55909e-06;
8.27344e-05;0;0;0;-1.55878e-06;
8.27444e-05;0;0;0;-1.55847e-06;
8.27544e-05;0;0;0;-1.55816e-06;
8.27644e-05;0;0;0;-1.55784e-06;
8.27744e-05;0;0;0;-1.55753e-06;
8.27844e-05;0;0;0;-1.55722e-06;
8.27944e-05;0;0;0;-1.55691e-06;
8.28044e-05;0;0;0;-1.5566e-06;
8.28144e-05;0;0;0;-1.55629e-06;
8.28244e-05;0;0;0;-1.55597e-06;
8.28344e-05;0;0;0;-1.55566e-06;
8.28444e-05;0;0;0;-1.55535e-06;
8.28544e-05;0;0;0;-1.55504e-06;
8.28644e-05;0;0;0;-1.55473e-06;
8.28744e-05;0;0;0;-1.55442e-06;
8.28844e-05;0;0;0;-1.55411e-06;
8.28944e-05;0;0;0;-1.5538e-06;
8.29044e-05;0;0;0;-1.55349e-06;
8.29144e-05;0;0;0;-1.55317e-06;
8.29244e-05;0;0;0;-1.55286e-06;
8.29344e-05;0;0;0;-1.55255e-06;
8.29444e-05;0;0;0;-1.55224e-06;
8.29544e-05;0;0;0;-1.55193e-06;
8.29644e-05;0;0;0;-1.55162e-06;
8.29744e-05;0;0;0;-1.55131e-06;
8.29844e-05;0;0;0;-1.551e-06;
8.29944e-05;0;0;0;-1.55069e-06;
8.30044e-05;0;0;0;-1.55038e-06;
8.30144e-05;0;0;0;-1.55007e-06;
8.30244e-05;0;0;0;-1.54976e-06;
8.30344e-05;0;0;0;-1.54945e-06;
8.30444e-05;0;0;0;-1.54914e-06;
8.30544e-05;0;0;0;-1.54883e-06;
8.30644e-05;0;0;0;-1.54852e-06;
8.30744e-05;0;0;0;-1.54821e-06;
8.30844e-05;0;0;0;-1.5479e-06;
8.30944e-05;0;0;0;-1.54759e-06;
8.31044e-05;0;0;0;-1.54728e-06;
8.31144e-05;0;0;0;-1.54697e-06;
8.31244e-05;0;0;0;-1.54666e-06;
8.31344e-05;0;0;0;-1.54635e-06;
8.31444e-05;0;0;0;-1.54604e-06;
8.31544e-05;0;0;0;-1.54573e-06;
8.31644e-05;0;0;0;-1.54543e-06;
8.31744e-05;0;0;0;-1.54512e-06;
8.31844e-05;0;0;0;-1.54481e-06;
8.31944e-05;0;0;0;-1.5445e-06;
8.32044e-05;0;0;0;-1.54419e-06;
8.32144e-05;0;0;0;-1.54388e-06;
8.32244e-05;0;0;0;-1.54357e-06;
8.32344e-05;0;0;0;-1.54326e-06;
8.32444e-05;0;0;0;-1.54295e-06;
8.32544e-05;0;0;0;-1.54265e-06;
8.32644e-05;0;0;0;-1.54234e-06;
8.32744e-05;0;0;0;-1.54203e-06;
8.32844e-05;0;0;0;-1.54172e-06;
8.32944e-05;0;0;0;-1.54141e-06;
8.33044e-05;0;0;0;-1.5411e-06;
8.33144e-05;0;0;0;-1.54079e-06;
8.33244e-05;0;0;0;-1.54049e-06;
8.33344e-05;0;0;0;-1.54018e-06;
8.33444e-05;0;0;0;-1.53987e-06;
8.33544e-05;0;0;0;-1.53956e-06;
8.33644e-05;0;0;0;-1.53925e-06;
8.33744e-05;0;0;0;-1.53895e-06;
8.33844e-05;0;0;0;-1.53864e-06;
8.33944e-05;0;0;0;-1.53833e-06;
8.34044e-05;0;0;0;-1.53802e-06;
8.34144e-05;0;0;0;-1.53771e-06;
8.34244e-05;0;0;0;-1.53741e-06;
8.34344e-05;0;0;0;-1.5371e-06;
8.34444e-05;0;0;0;-1.53679e-06;
8.34544e-05;0;0;0;-1.53648e-06;
8.34644e-05;0;0;0;-1.53618e-06;
8.34744e-05;0;0;0;-1.53587e-06;
8.34844e-05;0;0;0;-1.53556e-06;
8.34944e-05;0;0;0;-1.53526e-06;
8.35044e-05;0;0;0;-1.53495e-06;
8.35144e-05;0;0;0;-1.53464e-06;
8.35244e-05;0;0;0;-1.53433e-06;
8.35344e-05;0;0;0;-1.53403e-06;
8.35444e-05;0;0;0;-1.53372e-06;
8.35544e-05;0;0;0;-1.53341e-06;
8.35644e-05;0;0;0;-1.53311e-06;
8.35744e-05;0;0;0;-1.5328e-06;
8.35844e-05;0;0;0;-1.53249e-06;
8.35944e-05;0;0;0;-1.53219e-06;
8.36044e-05;0;0;0;-1.53188e-06;
8.36144e-05;0;0;0;-1.53157e-06;
8.36244e-05;0;0;0;-1.53127e-06;
8.36344e-05;0;0;0;-1.53096e-06;
8.36444e-05;0;0;0;-1.53065e-06;
8.36544e-05;0;0;0;-1.53035e-06;
8.36644e-05;0;0;0;-1.53004e-06;
8.36744e-05;0;0;0;-1.52974e-06;
8.36844e-05;0;0;0;-1.52943e-06;
8.36944e-05;0;0;0;-1.52912e-06;
8.37044e-05;0;0;0;-1.52882e-06;
8.37144e-05;0;0;0;-1.52851e-06;
8.37244e-05;0;0;0;-1.52821e-06;
8.37344e-05;0;0;0;-1.5279e-06;
8.37444e-05;0;0;0;-1.52759e-06;
8.37544e-05;0;0;0;-1.52729e-06;
8.37644e-05;0;0;0;-1.52698e-06;
8.37744e-05;0;0;0;-1.52668e-06;
8.37844e-05;0;0;0;-1.52637e-06;
8.37944e-05;0;0;0;-1.52607e-06;
8.38044e-05;0;0;0;-1.52576e-06;
8.38144e-05;0;0;0;-1.52546e-06;
8.38244e-05;0;0;0;-1.52515e-06;
8.38344e-05;0;0;0;-1.52485e-06;
8.38444e-05;0;0;0;-1.52454e-06;
8.38544e-05;0;0;0;-1.52424e-06;
8.38644e-05;0;0;0;-1.52393e-06;
8.38744e-05;0;0;0;-1.52363e-06;
8.38844e-05;0;0;0;-1.52332e-06;
8.38944e-05;0;0;0;-1.52302e-06;
8.39044e-05;0;0;0;-1.52271e-06;
8.39144e-05;0;0;0;-1.52241e-06;
8.39244e-05;0;0;0;-1.5221e-06;
8.39344e-05;0;0;0;-1.5218e-06;
8.39444e-05;0;0;0;-1.52149e-06;
8.39544e-05;0;0;0;-1.52119e-06;
8.39644e-05;0;0;0;-1.52089e-06;
8.39744e-05;0;0;0;-1.52058e-06;
8.39844e-05;0;0;0;-1.52028e-06;
8.39944e-05;0;0;0;-1.51997e-06;
8.40044e-05;0;0;0;-1.51967e-06;
8.40144e-05;0;0;0;-1.51936e-06;
8.40244e-05;0;0;0;-1.51906e-06;
8.40344e-05;0;0;0;-1.51876e-06;
8.40444e-05;0;0;0;-1.51845e-06;
8.40544e-05;0;0;0;-1.51815e-06;
8.40644e-05;0;0;0;-1.51785e-06;
8.40744e-05;0;0;0;-1.51754e-06;
8.40844e-05;0;0;0;-1.51724e-06;
8.40944e-05;0;0;0;-1.51693e-06;
8.41044e-05;0;0;0;-1.51663e-06;
8.41144e-05;0;0;0;-1.51633e-06;
8.41244e-05;0;0;0;-1.51602e-06;
8.41344e-05;0;0;0;-1.51572e-06;
8.41444e-05;0;0;0;-1.51542e-06;
8.41544e-05;0;0;0;-1.51511e-06;
8.41644e-05;0;0;0;-1.51481e-06;
8.41744e-05;0;0;0;-1.51451e-06;
8.41844e-05;0;0;0;-1.51421e-06;
8.41944e-05;0;0;0;-1.5139e-06;
8.42044e-05;0;0;0;-1.5136e-06;
8.42144e-05;0;0;0;-1.5133e-06;
8.42244e-05;0;0;0;-1.51299e-06;
8.42344e-05;0;0;0;-1.51269e-06;
8.42444e-05;0;0;0;-1.51239e-06;
8.42544e-05;0;0;0;-1.51209e-06;
8.42644e-05;0;0;0;-1.51178e-06;
8.42744e-05;0;0;0;-1.51148e-06;
8.42844e-05;0;0;0;-1.51118e-06;
8.42944e-05;0;0;0;-1.51088e-06;
8.43044e-05;0;0;0;-1.51057e-06;
8.43144e-05;0;0;0;-1.51027e-06;
8.43244e-05;0;0;0;-1.50997e-06;
8.43344e-05;0;0;0;-1.50967e-06;
8.43444e-05;0;0;0;-1.50937e-06;
8.43544e-05;0;0;0;-1.50906e-06;
8.43644e-05;0;0;0;-1.50876e-06;
8.43744e-05;0;0;0;-1.50846e-06;
8.43844e-05;0;0;0;-1.50816e-06;
8.43944e-05;0;0;0;-1.50786e-06;
8.44044e-05;0;0;0;-1.50756e-06;
8.44144e-05;0;0;0;-1.50725e-06;
8.44244e-05;0;0;0;-1.50695e-06;
8.44344e-05;0;0;0;-1.50665e-06;
8.44444e-05;0;0;0;-1.50635e-06;
8.44544e-05;0;0;0;-1.50605e-06;
8.44644e-05;0;0;0;-1.50575e-06;
8.44744e-05;0;0;0;-1.50545e-06;
8.44844e-05;0;0;0;-1.50514e-06;
8.44944e-05;0;0;0;-1.50484e-06;
8.45044e-05;0;0;0;-1.50454e-06;
8.45144e-05;0;0;0;-1.50424e-06;
8.45244e-05;0;0;0;-1.50394e-06;
8.45344e-05;0;0;0;-1.50364e-06;
8.45444e-05;0;0;0;-1.50334e-06;
8.45544e-05;0;0;0;-1.50304e-06;
8.45644e-05;0;0;0;-1.50274e-06;
8.45744e-05;0;0;0;-1.50244e-06;
8.45844e-05;0;0;0;-1.50214e-06;
8.45944e-05;0;0;0;-1.50184e-06;
8.46044e-05;0;0;0;-1.50153e-06;
8.46144e-05;0;0;0;-1.50123e-06;
8.46244e-05;0;0;0;-1.50093e-06;
8.46344e-05;0;0;0;-1.50063e-06;
8.46444e-05;0;0;0;-1.50033e-06;
8.46544e-05;0;0;0;-1.50003e-06;
8.46644e-05;0;0;0;-1.49973e-06;
8.46744e-05;0;0;0;-1.49943e-06;
8.46844e-05;0;0;0;-1.49913e-06;
8.46944e-05;0;0;0;-1.49883e-06;
8.47044e-05;0;0;0;-1.49853e-06;
8.47144e-05;0;0;0;-1.49823e-06;
8.47244e-05;0;0;0;-1.49793e-06;
8.47344e-05;0;0;0;-1.49763e-06;
8.47444e-05;0;0;0;-1.49733e-06;
8.47544e-05;0;0;0;-1.49704e-06;
8.47644e-05;0;0;0;-1.49674e-06;
8.47744e-05;0;0;0;-1.49644e-06;
8.47844e-05;0;0;0;-1.49614e-06;
8.47944e-05;0;0;0;-1.49584e-06;
8.48044e-05;0;0;0;-1.49554e-06;
8.48144e-05;0;0;0;-1.49524e-06;
8.48244e-05;0;0;0;-1.49494e-06;
8.48344e-05;0;0;0;-1.49464e-06;
8.48444e-05;0;0;0;-1.49434e-06;
8.48544e-05;0;0;0;-1.49404e-06;
8.48644e-05;0;0;0;-1.49374e-06;
8.48744e-05;0;0;0;-1.49345e-06;
8.48844e-05;0;0;0;-1.49315e-06;
8.48944e-05;0;0;0;-1.49285e-06;
8.49044e-05;0;0;0;-1.49255e-06;
8.49144e-05;0;0;0;-1.49225e-06;
8.49244e-05;0;0;0;-1.49195e-06;
8.49344e-05;0;0;0;-1.49165e-06;
8.49444e-05;0;0;0;-1.49135e-06;
8.49544e-05;0;0;0;-1.49106e-06;
8.49644e-05;0;0;0;-1.49076e-06;
8.49744e-05;0;0;0;-1.49046e-06;
8.49844e-05;0;0;0;-1.49016e-06;
8.49944e-05;0;0;0;-1.48986e-06;
8.50044e-05;0;0;0;-1.48957e-06;
8.50144e-05;0;0;0;-1.48927e-06;
8.50244e-05;0;0;0;-1.48897e-06;
8.50344e-05;0;0;0;-1.48867e-06;
8.50444e-05;0;0;0;-1.48837e-06;
8.50544e-05;0;0;0;-1.48808e-06;
8.50644e-05;0;0;0;-1.48778e-06;
8.50744e-05;0;0;0;-1.48748e-06;
8.50844e-05;0;0;0;-1.48718e-06;
8.50944e-05;0;0;0;-1.48689e-06;
8.51044e-05;0;0;0;-1.48659e-06;
8.51144e-05;0;0;0;-1.48629e-06;
8.51244e-05;0;0;0;-1.48599e-06;
8.51344e-05;0;0;0;-1.4857e-06;
8.51444e-05;0;0;0;-1.4854e-06;
8.51544e-05;0;0;0;-1.4851e-06;
8.51644e-05;0;0;0;-1.4848e-06;
8.51744e-05;0;0;0;-1.48451e-06;
8.51844e-05;0;0;0;-1.48421e-06;
8.51944e-05;0;0;0;-1.48391e-06;
8.52044e-05;0;0;0;-1.48362e-06;
8.52144e-05;0;0;0;-1.48332e-06;
8.52244e-05;0;0;0;-1.48302e-06;
8.52344e-05;0;0;0;-1.48273e-06;
8.52444e-05;0;0;0;-1.48243e-06;
8.52544e-05;0;0;0;-1.48213e-06;
8.52644e-05;0;0;0;-1.48184e-06;
8.52744e-05;0;0;0;-1.48154e-06;
8.52844e-05;0;0;0;-1.48124e-06;
8.52944e-05;0;0;0;-1.48095e-06;
8.53044e-05;0;0;0;-1.48065e-06;
8.53144e-05;0;0;0;-1.48036e-06;
8.53244e-05;0;0;0;-1.48006e-06;
8.53344e-05;0;0;0;-1.47976e-06;
8.53444e-05;0;0;0;-1.47947e-06;
8.53544e-05;0;0;0;-1.47917e-06;
8.53644e-05;0;0;0;-1.47888e-06;
8.53744e-05;0;0;0;-1.47858e-06;
8.53844e-05;0;0;0;-1.47828e-06;
8.53944e-05;0;0;0;-1.47799e-06;
8.54044e-05;0;0;0;-1.47769e-06;
8.54144e-05;0;0;0;-1.4774e-06;
8.54244e-05;0;0;0;-1.4771e-06;
8.54344e-05;0;0;0;-1.47681e-06;
8.54444e-05;0;0;0;-1.47651e-06;
8.54544e-05;0;0;0;-1.47621e-06;
8.54644e-05;0;0;0;-1.47592e-06;
8.54744e-05;0;0;0;-1.47562e-06;
8.54844e-05;0;0;0;-1.47533e-06;
8.54944e-05;0;0;0;-1.47503e-06;
8.55044e-05;0;0;0;-1.47474e-06;
8.55144e-05;0;0;0;-1.47444e-06;
8.55244e-05;0;0;0;-1.47415e-06;
8.55344e-05;0;0;0;-1.47385e-06;
8.55444e-05;0;0;0;-1.47356e-06;
8.55544e-05;0;0;0;-1.47326e-06;
8.55644e-05;0;0;0;-1.47297e-06;
8.55744e-05;0;0;0;-1.47267e-06;
8.55844e-05;0;0;0;-1.47238e-06;
8.55944e-05;0;0;0;-1.47209e-06;
8.56044e-05;0;0;0;-1.47179e-06;
8.56144e-05;0;0;0;-1.4715e-06;
8.56244e-05;0;0;0;-1.4712e-06;
8.56344e-05;0;0;0;-1.47091e-06;
8.56444e-05;0;0;0;-1.47061e-06;
8.56544e-05;0;0;0;-1.47032e-06;
8.56644e-05;0;0;0;-1.47002e-06;
8.56744e-05;0;0;0;-1.46973e-06;
8.56844e-05;0;0;0;-1.46944e-06;
8.56944e-05;0;0;0;-1.46914e-06;
8.57044e-05;0;0;0;-1.46885e-06;
8.57144e-05;0;0;0;-1.46856e-06;
8.57244e-05;0;0;0;-1.46826e-06;
8.57344e-05;0;0;0;-1.46797e-06;
8.57444e-05;0;0;0;-1.46767e-06;
8.57544e-05;0;0;0;-1.46738e-06;
8.57644e-05;0;0;0;-1.46709e-06;
8.57744e-05;0;0;0;-1.46679e-06;
8.57844e-05;0;0;0;-1.4665e-06;
8.57944e-05;0;0;0;-1.46621e-06;
8.58044e-05;0;0;0;-1.46591e-06;
