time;V(/BIT_0);V(/BIT_1);V(/BIT_2);V(/Shaped_Out);
2.49044e-05;0;0;0;-4.95778e-06;
2.49144e-05;0;0;0;-4.95679e-06;
2.49244e-05;0;0;0;-4.9558e-06;
2.49344e-05;0;0;0;-4.95481e-06;
2.49444e-05;0;0;0;-4.95382e-06;
2.49544e-05;0;0;0;-4.95282e-06;
2.49644e-05;0;0;0;-4.95183e-06;
2.49744e-05;0;0;0;-4.95084e-06;
2.49844e-05;0;0;0;-4.94985e-06;
2.49944e-05;0;0;0;-4.94886e-06;
2.50044e-05;0;0;0;-4.94787e-06;
2.50144e-05;0;0;0;-4.94688e-06;
2.50244e-05;0;0;0;-4.94589e-06;
2.50344e-05;0;0;0;-4.9449e-06;
2.50444e-05;0;0;0;-4.94392e-06;
2.50544e-05;0;0;0;-4.94293e-06;
2.50644e-05;0;0;0;-4.94194e-06;
2.50744e-05;0;0;0;-4.94095e-06;
2.50844e-05;0;0;0;-4.93996e-06;
2.50944e-05;0;0;0;-4.93897e-06;
2.51044e-05;0;0;0;-4.93798e-06;
2.51144e-05;0;0;0;-4.937e-06;
2.51244e-05;0;0;0;-4.93601e-06;
2.51344e-05;0;0;0;-4.93502e-06;
2.51444e-05;0;0;0;-4.93403e-06;
2.51544e-05;0;0;0;-4.93305e-06;
2.51644e-05;0;0;0;-4.93206e-06;
2.51744e-05;0;0;0;-4.93107e-06;
2.51844e-05;0;0;0;-4.93009e-06;
2.51944e-05;0;0;0;-4.9291e-06;
2.52044e-05;0;0;0;-4.92812e-06;
2.52144e-05;0;0;0;-4.92713e-06;
2.52244e-05;0;0;0;-4.92614e-06;
2.52344e-05;0;0;0;-4.92516e-06;
2.52444e-05;0;0;0;-4.92417e-06;
2.52544e-05;0;0;0;-4.92319e-06;
2.52644e-05;0;0;0;-4.9222e-06;
2.52744e-05;0;0;0;-4.92122e-06;
2.52844e-05;0;0;0;-4.92024e-06;
2.52944e-05;0;0;0;-4.91925e-06;
2.53044e-05;0;0;0;-4.91827e-06;
2.53144e-05;0;0;0;-4.91728e-06;
2.53244e-05;0;0;0;-4.9163e-06;
2.53344e-05;0;0;0;-4.91532e-06;
2.53444e-05;0;0;0;-4.91433e-06;
2.53544e-05;0;0;0;-4.91335e-06;
2.53644e-05;0;0;0;-4.91237e-06;
2.53744e-05;0;0;0;-4.91138e-06;
2.53844e-05;0;0;0;-4.9104e-06;
2.53944e-05;0;0;0;-4.90942e-06;
2.54044e-05;0;0;0;-4.90844e-06;
2.54144e-05;0;0;0;-4.90746e-06;
2.54244e-05;0;0;0;-4.90647e-06;
2.54344e-05;0;0;0;-4.90549e-06;
2.54444e-05;0;0;0;-4.90451e-06;
2.54544e-05;0;0;0;-4.90353e-06;
2.54644e-05;0;0;0;-4.90255e-06;
2.54744e-05;0;0;0;-4.90157e-06;
2.54844e-05;0;0;0;-4.90059e-06;
2.54944e-05;0;0;0;-4.89961e-06;
2.55044e-05;0;0;0;-4.89863e-06;
2.55144e-05;0;0;0;-4.89765e-06;
2.55244e-05;0;0;0;-4.89667e-06;
2.55344e-05;0;0;0;-4.89569e-06;
2.55444e-05;0;0;0;-4.89471e-06;
2.55544e-05;0;0;0;-4.89373e-06;
2.55644e-05;0;0;0;-4.89275e-06;
2.55744e-05;0;0;0;-4.89177e-06;
2.55844e-05;0;0;0;-4.89079e-06;
2.55944e-05;0;0;0;-4.88981e-06;
2.56044e-05;0;0;0;-4.88884e-06;
2.56144e-05;0;0;0;-4.88786e-06;
2.56244e-05;0;0;0;-4.88688e-06;
2.56344e-05;0;0;0;-4.8859e-06;
2.56444e-05;0;0;0;-4.88493e-06;
2.56544e-05;0;0;0;-4.88395e-06;
2.56644e-05;0;0;0;-4.88297e-06;
2.56744e-05;0;0;0;-4.882e-06;
2.56844e-05;0;0;0;-4.88102e-06;
2.56944e-05;0;0;0;-4.88004e-06;
2.57044e-05;0;0;0;-4.87907e-06;
2.57144e-05;0;0;0;-4.87809e-06;
2.57244e-05;0;0;0;-4.87711e-06;
2.57344e-05;0;0;0;-4.87614e-06;
2.57444e-05;0;0;0;-4.87516e-06;
2.57544e-05;0;0;0;-4.87419e-06;
2.57644e-05;0;0;0;-4.87321e-06;
2.57744e-05;0;0;0;-4.87224e-06;
2.57844e-05;0;0;0;-4.87126e-06;
2.57944e-05;0;0;0;-4.87029e-06;
2.58044e-05;0;0;0;-4.86931e-06;
2.58144e-05;0;0;0;-4.86834e-06;
2.58244e-05;0;0;0;-4.86737e-06;
2.58344e-05;0;0;0;-4.86639e-06;
2.58444e-05;0;0;0;-4.86542e-06;
2.58544e-05;0;0;0;-4.86445e-06;
2.58644e-05;0;0;0;-4.86347e-06;
2.58744e-05;0;0;0;-4.8625e-06;
2.58844e-05;0;0;0;-4.86153e-06;
2.58944e-05;0;0;0;-4.86055e-06;
2.59044e-05;0;0;0;-4.85958e-06;
2.59144e-05;0;0;0;-4.85861e-06;
2.59244e-05;0;0;0;-4.85764e-06;
2.59344e-05;0;0;0;-4.85667e-06;
2.59444e-05;0;0;0;-4.85569e-06;
2.59544e-05;0;0;0;-4.85472e-06;
2.59644e-05;0;0;0;-4.85375e-06;
2.59744e-05;0;0;0;-4.85278e-06;
2.59844e-05;0;0;0;-4.85181e-06;
2.59944e-05;0;0;0;-4.85084e-06;
2.60044e-05;0;0;0;-4.84987e-06;
2.60144e-05;0;0;0;-4.8489e-06;
2.60244e-05;0;0;0;-4.84793e-06;
2.60344e-05;0;0;0;-4.84696e-06;
2.60444e-05;0;0;0;-4.84599e-06;
2.60544e-05;0;0;0;-4.84502e-06;
2.60644e-05;0;0;0;-4.84405e-06;
2.60744e-05;0;0;0;-4.84308e-06;
2.60844e-05;0;0;0;-4.84211e-06;
2.60944e-05;0;0;0;-4.84114e-06;
2.61044e-05;0;0;0;-4.84018e-06;
2.61144e-05;0;0;0;-4.83921e-06;
2.61244e-05;0;0;0;-4.83824e-06;
2.61344e-05;0;0;0;-4.83727e-06;
2.61444e-05;0;0;0;-4.8363e-06;
2.61544e-05;0;0;0;-4.83534e-06;
2.61644e-05;0;0;0;-4.83437e-06;
2.61744e-05;0;0;0;-4.8334e-06;
2.61844e-05;0;0;0;-4.83244e-06;
2.61944e-05;0;0;0;-4.83147e-06;
2.62044e-05;0;0;0;-4.8305e-06;
2.62144e-05;0;0;0;-4.82954e-06;
2.62244e-05;0;0;0;-4.82857e-06;
2.62344e-05;0;0;0;-4.8276e-06;
2.62444e-05;0;0;0;-4.82664e-06;
2.62544e-05;0;0;0;-4.82567e-06;
2.62644e-05;0;0;0;-4.82471e-06;
2.62744e-05;0;0;0;-4.82374e-06;
2.62844e-05;0;0;0;-4.82278e-06;
2.62944e-05;0;0;0;-4.82181e-06;
2.63044e-05;0;0;0;-4.82085e-06;
2.63144e-05;0;0;0;-4.81988e-06;
2.63244e-05;0;0;0;-4.81892e-06;
2.63344e-05;0;0;0;-4.81795e-06;
2.63444e-05;0;0;0;-4.81699e-06;
2.63544e-05;0;0;0;-4.81603e-06;
2.63644e-05;0;0;0;-4.81506e-06;
2.63744e-05;0;0;0;-4.8141e-06;
2.63844e-05;0;0;0;-4.81314e-06;
2.63944e-05;0;0;0;-4.81217e-06;
2.64044e-05;0;0;0;-4.81121e-06;
2.64144e-05;0;0;0;-4.81025e-06;
2.64244e-05;0;0;0;-4.80929e-06;
2.64344e-05;0;0;0;-4.80832e-06;
2.64444e-05;0;0;0;-4.80736e-06;
2.64544e-05;0;0;0;-4.8064e-06;
2.64644e-05;0;0;0;-4.80544e-06;
2.64744e-05;0;0;0;-4.80448e-06;
2.64844e-05;0;0;0;-4.80352e-06;
2.64944e-05;0;0;0;-4.80256e-06;
2.65044e-05;0;0;0;-4.8016e-06;
2.65144e-05;0;0;0;-4.80063e-06;
2.65244e-05;0;0;0;-4.79967e-06;
2.65344e-05;0;0;0;-4.79871e-06;
2.65444e-05;0;0;0;-4.79775e-06;
2.65544e-05;0;0;0;-4.79679e-06;
2.65644e-05;0;0;0;-4.79583e-06;
2.65744e-05;0;0;0;-4.79488e-06;
2.65844e-05;0;0;0;-4.79392e-06;
2.65944e-05;0;0;0;-4.79296e-06;
2.66044e-05;0;0;0;-4.792e-06;
2.66144e-05;0;0;0;-4.79104e-06;
2.66244e-05;0;0;0;-4.79008e-06;
2.66344e-05;0;0;0;-4.78912e-06;
2.66444e-05;0;0;0;-4.78816e-06;
2.66544e-05;0;0;0;-4.78721e-06;
2.66644e-05;0;0;0;-4.78625e-06;
2.66744e-05;0;0;0;-4.78529e-06;
2.66844e-05;0;0;0;-4.78433e-06;
2.66944e-05;0;0;0;-4.78338e-06;
2.67044e-05;0;0;0;-4.78242e-06;
2.67144e-05;0;0;0;-4.78146e-06;
2.67244e-05;0;0;0;-4.78051e-06;
2.67344e-05;0;0;0;-4.77955e-06;
2.67444e-05;0;0;0;-4.77859e-06;
2.67544e-05;0;0;0;-4.77764e-06;
2.67644e-05;0;0;0;-4.77668e-06;
2.67744e-05;0;0;0;-4.77573e-06;
2.67844e-05;0;0;0;-4.77477e-06;
2.67944e-05;0;0;0;-4.77382e-06;
2.68044e-05;0;0;0;-4.77286e-06;
2.68144e-05;0;0;0;-4.77191e-06;
2.68244e-05;0;0;0;-4.77095e-06;
2.68344e-05;0;0;0;-4.77e-06;
2.68444e-05;0;0;0;-4.76904e-06;
2.68544e-05;0;0;0;-4.76809e-06;
2.68644e-05;0;0;0;-4.76714e-06;
2.68744e-05;0;0;0;-4.76618e-06;
2.68844e-05;0;0;0;-4.76523e-06;
2.68944e-05;0;0;0;-4.76428e-06;
2.69044e-05;0;0;0;-4.76332e-06;
2.69144e-05;0;0;0;-4.76237e-06;
2.69244e-05;0;0;0;-4.76142e-06;
2.69344e-05;0;0;0;-4.76046e-06;
2.69444e-05;0;0;0;-4.75951e-06;
2.69544e-05;0;0;0;-4.75856e-06;
2.69644e-05;0;0;0;-4.75761e-06;
2.69744e-05;0;0;0;-4.75666e-06;
2.69844e-05;0;0;0;-4.7557e-06;
2.69944e-05;0;0;0;-4.75475e-06;
2.70044e-05;0;0;0;-4.7538e-06;
2.70144e-05;0;0;0;-4.75285e-06;
2.70244e-05;0;0;0;-4.7519e-06;
2.70344e-05;0;0;0;-4.75095e-06;
2.70444e-05;0;0;0;-4.75e-06;
2.70544e-05;0;0;0;-4.74905e-06;
2.70644e-05;0;0;0;-4.7481e-06;
2.70744e-05;0;0;0;-4.74715e-06;
2.70844e-05;0;0;0;-4.7462e-06;
2.70944e-05;0;0;0;-4.74525e-06;
2.71044e-05;0;0;0;-4.7443e-06;
2.71144e-05;0;0;0;-4.74335e-06;
2.71244e-05;0;0;0;-4.7424e-06;
2.71344e-05;0;0;0;-4.74145e-06;
2.71444e-05;0;0;0;-4.7405e-06;
2.71544e-05;0;0;0;-4.73956e-06;
2.71644e-05;0;0;0;-4.73861e-06;
2.71744e-05;0;0;0;-4.73766e-06;
2.71844e-05;0;0;0;-4.73671e-06;
2.71944e-05;0;0;0;-4.73576e-06;
2.72044e-05;0;0;0;-4.73482e-06;
2.72144e-05;0;0;0;-4.73387e-06;
2.72244e-05;0;0;0;-4.73292e-06;
2.72344e-05;0;0;0;-4.73198e-06;
2.72444e-05;0;0;0;-4.73103e-06;
2.72544e-05;0;0;0;-4.73008e-06;
2.72644e-05;0;0;0;-4.72914e-06;
2.72744e-05;0;0;0;-4.72819e-06;
2.72844e-05;0;0;0;-4.72724e-06;
2.72944e-05;0;0;0;-4.7263e-06;
2.73044e-05;0;0;0;-4.72535e-06;
2.73144e-05;0;0;0;-4.72441e-06;
2.73244e-05;0;0;0;-4.72346e-06;
2.73344e-05;0;0;0;-4.72252e-06;
2.73444e-05;0;0;0;-4.72157e-06;
2.73544e-05;0;0;0;-4.72063e-06;
2.73644e-05;0;0;0;-4.71968e-06;
2.73744e-05;0;0;0;-4.71874e-06;
2.73844e-05;0;0;0;-4.7178e-06;
2.73944e-05;0;0;0;-4.71685e-06;
2.74044e-05;0;0;0;-4.71591e-06;
2.74144e-05;0;0;0;-4.71496e-06;
2.74244e-05;0;0;0;-4.71402e-06;
2.74344e-05;0;0;0;-4.71308e-06;
2.74444e-05;0;0;0;-4.71214e-06;
2.74544e-05;0;0;0;-4.71119e-06;
2.74644e-05;0;0;0;-4.71025e-06;
2.74744e-05;0;0;0;-4.70931e-06;
2.74844e-05;0;0;0;-4.70837e-06;
2.74944e-05;0;0;0;-4.70742e-06;
2.75044e-05;0;0;0;-4.70648e-06;
2.75144e-05;0;0;0;-4.70554e-06;
2.75244e-05;0;0;0;-4.7046e-06;
2.75344e-05;0;0;0;-4.70366e-06;
2.75444e-05;0;0;0;-4.70272e-06;
2.75544e-05;0;0;0;-4.70178e-06;
2.75644e-05;0;0;0;-4.70084e-06;
2.75744e-05;0;0;0;-4.6999e-06;
2.75844e-05;0;0;0;-4.69895e-06;
2.75944e-05;0;0;0;-4.69801e-06;
2.76044e-05;0;0;0;-4.69708e-06;
2.76144e-05;0;0;0;-4.69614e-06;
2.76244e-05;0;0;0;-4.6952e-06;
2.76344e-05;0;0;0;-4.69426e-06;
2.76444e-05;0;0;0;-4.69332e-06;
2.76544e-05;0;0;0;-4.69238e-06;
2.76644e-05;0;0;0;-4.69144e-06;
2.76744e-05;0;0;0;-4.6905e-06;
2.76844e-05;0;0;0;-4.68956e-06;
2.76944e-05;0;0;0;-4.68862e-06;
2.77044e-05;0;0;0;-4.68769e-06;
2.77144e-05;0;0;0;-4.68675e-06;
2.77244e-05;0;0;0;-4.68581e-06;
2.77344e-05;0;0;0;-4.68487e-06;
2.77444e-05;0;0;0;-4.68394e-06;
2.77544e-05;0;0;0;-4.683e-06;
2.77644e-05;0;0;0;-4.68206e-06;
2.77744e-05;0;0;0;-4.68113e-06;
2.77844e-05;0;0;0;-4.68019e-06;
2.77944e-05;0;0;0;-4.67925e-06;
2.78044e-05;0;0;0;-4.67832e-06;
2.78144e-05;0;0;0;-4.67738e-06;
2.78244e-05;0;0;0;-4.67645e-06;
2.78344e-05;0;0;0;-4.67551e-06;
2.78444e-05;0;0;0;-4.67457e-06;
2.78544e-05;0;0;0;-4.67364e-06;
2.78644e-05;0;0;0;-4.6727e-06;
2.78744e-05;0;0;0;-4.67177e-06;
2.78844e-05;0;0;0;-4.67083e-06;
2.78944e-05;0;0;0;-4.6699e-06;
2.79044e-05;0;0;0;-4.66897e-06;
2.79144e-05;0;0;0;-4.66803e-06;
2.79244e-05;0;0;0;-4.6671e-06;
2.79344e-05;0;0;0;-4.66616e-06;
2.79444e-05;0;0;0;-4.66523e-06;
2.79544e-05;0;0;0;-4.6643e-06;
2.79644e-05;0;0;0;-4.66336e-06;
2.79744e-05;0;0;0;-4.66243e-06;
2.79844e-05;0;0;0;-4.6615e-06;
2.79944e-05;0;0;0;-4.66057e-06;
2.80044e-05;0;0;0;-4.65963e-06;
2.80144e-05;0;0;0;-4.6587e-06;
2.80244e-05;0;0;0;-4.65777e-06;
2.80344e-05;0;0;0;-4.65684e-06;
2.80444e-05;0;0;0;-4.65591e-06;
2.80544e-05;0;0;0;-4.65497e-06;
2.80644e-05;0;0;0;-4.65404e-06;
2.80744e-05;0;0;0;-4.65311e-06;
2.80844e-05;0;0;0;-4.65218e-06;
2.80944e-05;0;0;0;-4.65125e-06;
2.81044e-05;0;0;0;-4.65032e-06;
2.81144e-05;0;0;0;-4.64939e-06;
2.81244e-05;0;0;0;-4.64846e-06;
2.81344e-05;0;0;0;-4.64753e-06;
2.81444e-05;0;0;0;-4.6466e-06;
2.81544e-05;0;0;0;-4.64567e-06;
2.81644e-05;0;0;0;-4.64474e-06;
2.81744e-05;0;0;0;-4.64381e-06;
2.81844e-05;0;0;0;-4.64288e-06;
2.81944e-05;0;0;0;-4.64195e-06;
2.82044e-05;0;0;0;-4.64103e-06;
2.82144e-05;0;0;0;-4.6401e-06;
2.82244e-05;0;0;0;-4.63917e-06;
2.82344e-05;0;0;0;-4.63824e-06;
2.82444e-05;0;0;0;-4.63731e-06;
2.82544e-05;0;0;0;-4.63638e-06;
2.82644e-05;0;0;0;-4.63546e-06;
2.82744e-05;0;0;0;-4.63453e-06;
2.82844e-05;0;0;0;-4.6336e-06;
2.82944e-05;0;0;0;-4.63268e-06;
2.83044e-05;0;0;0;-4.63175e-06;
2.83144e-05;0;0;0;-4.63082e-06;
2.83244e-05;0;0;0;-4.6299e-06;
2.83344e-05;0;0;0;-4.62897e-06;
2.83444e-05;0;0;0;-4.62804e-06;
2.83544e-05;0;0;0;-4.62712e-06;
2.83644e-05;0;0;0;-4.62619e-06;
2.83744e-05;0;0;0;-4.62527e-06;
2.83844e-05;0;0;0;-4.62434e-06;
2.83944e-05;0;0;0;-4.62342e-06;
2.84044e-05;0;0;0;-4.62249e-06;
2.84144e-05;0;0;0;-4.62157e-06;
2.84244e-05;0;0;0;-4.62064e-06;
2.84344e-05;0;0;0;-4.61972e-06;
2.84444e-05;0;0;0;-4.61879e-06;
2.84544e-05;0;0;0;-4.61787e-06;
2.84644e-05;0;0;0;-4.61695e-06;
2.84744e-05;0;0;0;-4.61602e-06;
2.84844e-05;0;0;0;-4.6151e-06;
2.84944e-05;0;0;0;-4.61417e-06;
2.85044e-05;0;0;0;-4.61325e-06;
2.85144e-05;0;0;0;-4.61233e-06;
2.85244e-05;0;0;0;-4.61141e-06;
2.85344e-05;0;0;0;-4.61048e-06;
2.85444e-05;0;0;0;-4.60956e-06;
2.85544e-05;0;0;0;-4.60864e-06;
2.85644e-05;0;0;0;-4.60772e-06;
2.85744e-05;0;0;0;-4.6068e-06;
2.85844e-05;0;0;0;-4.60587e-06;
2.85944e-05;0;0;0;-4.60495e-06;
2.86044e-05;0;0;0;-4.60403e-06;
2.86144e-05;0;0;0;-4.60311e-06;
2.86244e-05;0;0;0;-4.60219e-06;
2.86344e-05;0;0;0;-4.60127e-06;
2.86444e-05;0;0;0;-4.60035e-06;
2.86544e-05;0;0;0;-4.59943e-06;
2.86644e-05;0;0;0;-4.59851e-06;
2.86744e-05;0;0;0;-4.59759e-06;
2.86844e-05;0;0;0;-4.59667e-06;
2.86944e-05;0;0;0;-4.59575e-06;
2.87044e-05;0;0;0;-4.59483e-06;
2.87144e-05;0;0;0;-4.59391e-06;
2.87244e-05;0;0;0;-4.59299e-06;
2.87344e-05;0;0;0;-4.59207e-06;
2.87444e-05;0;0;0;-4.59115e-06;
2.87544e-05;0;0;0;-4.59023e-06;
2.87644e-05;0;0;0;-4.58932e-06;
2.87744e-05;0;0;0;-4.5884e-06;
2.87844e-05;0;0;0;-4.58748e-06;
2.87944e-05;0;0;0;-4.58656e-06;
2.88044e-05;0;0;0;-4.58564e-06;
2.88144e-05;0;0;0;-4.58473e-06;
2.88244e-05;0;0;0;-4.58381e-06;
2.88344e-05;0;0;0;-4.58289e-06;
2.88444e-05;0;0;0;-4.58198e-06;
2.88544e-05;0;0;0;-4.58106e-06;
2.88644e-05;0;0;0;-4.58014e-06;
2.88744e-05;0;0;0;-4.57923e-06;
2.88844e-05;0;0;0;-4.57831e-06;
2.88944e-05;0;0;0;-4.57739e-06;
2.89044e-05;0;0;0;-4.57648e-06;
2.89144e-05;0;0;0;-4.57556e-06;
2.89244e-05;0;0;0;-4.57465e-06;
2.89344e-05;0;0;0;-4.57373e-06;
2.89444e-05;0;0;0;-4.57282e-06;
2.89544e-05;0;0;0;-4.5719e-06;
2.89644e-05;0;0;0;-4.57099e-06;
2.89744e-05;0;0;0;-4.57007e-06;
2.89844e-05;0;0;0;-4.56916e-06;
2.89944e-05;0;0;0;-4.56825e-06;
2.90044e-05;0;0;0;-4.56733e-06;
2.90144e-05;0;0;0;-4.56642e-06;
2.90244e-05;0;0;0;-4.5655e-06;
2.90344e-05;0;0;0;-4.56459e-06;
2.90444e-05;0;0;0;-4.56368e-06;
2.90544e-05;0;0;0;-4.56276e-06;
2.90644e-05;0;0;0;-4.56185e-06;
2.90744e-05;0;0;0;-4.56094e-06;
2.90844e-05;0;0;0;-4.56003e-06;
2.90944e-05;0;0;0;-4.55911e-06;
2.91044e-05;0;0;0;-4.5582e-06;
2.91144e-05;0;0;0;-4.55729e-06;
2.91244e-05;0;0;0;-4.55638e-06;
2.91344e-05;0;0;0;-4.55547e-06;
2.91444e-05;0;0;0;-4.55456e-06;
2.91544e-05;0;0;0;-4.55364e-06;
2.91644e-05;0;0;0;-4.55273e-06;
2.91744e-05;0;0;0;-4.55182e-06;
2.91844e-05;0;0;0;-4.55091e-06;
2.91944e-05;0;0;0;-4.55e-06;
2.92044e-05;0;0;0;-4.54909e-06;
2.92144e-05;0;0;0;-4.54818e-06;
2.92244e-05;0;0;0;-4.54727e-06;
2.92344e-05;0;0;0;-4.54636e-06;
2.92444e-05;0;0;0;-4.54545e-06;
2.92544e-05;0;0;0;-4.54454e-06;
2.92644e-05;0;0;0;-4.54363e-06;
2.92744e-05;0;0;0;-4.54272e-06;
2.92844e-05;0;0;0;-4.54182e-06;
2.92944e-05;0;0;0;-4.54091e-06;
2.93044e-05;0;0;0;-4.54e-06;
2.93144e-05;0;0;0;-4.53909e-06;
2.93244e-05;0;0;0;-4.53818e-06;
2.93344e-05;0;0;0;-4.53727e-06;
2.93444e-05;0;0;0;-4.53637e-06;
2.93544e-05;0;0;0;-4.53546e-06;
2.93644e-05;0;0;0;-4.53455e-06;
2.93744e-05;0;0;0;-4.53364e-06;
2.93844e-05;0;0;0;-4.53274e-06;
2.93944e-05;0;0;0;-4.53183e-06;
2.94044e-05;0;0;0;-4.53092e-06;
2.94144e-05;0;0;0;-4.53002e-06;
2.94244e-05;0;0;0;-4.52911e-06;
2.94344e-05;0;0;0;-4.52821e-06;
2.94444e-05;0;0;0;-4.5273e-06;
2.94544e-05;0;0;0;-4.52639e-06;
2.94644e-05;0;0;0;-4.52549e-06;
2.94744e-05;0;0;0;-4.52458e-06;
2.94844e-05;0;0;0;-4.52368e-06;
2.94944e-05;0;0;0;-4.52277e-06;
2.95044e-05;0;0;0;-4.52187e-06;
2.95144e-05;0;0;0;-4.52096e-06;
2.95244e-05;0;0;0;-4.52006e-06;
2.95344e-05;0;0;0;-4.51915e-06;
2.95444e-05;0;0;0;-4.51825e-06;
2.95544e-05;0;0;0;-4.51735e-06;
2.95644e-05;0;0;0;-4.51644e-06;
2.95744e-05;0;0;0;-4.51554e-06;
2.95844e-05;0;0;0;-4.51464e-06;
2.95944e-05;0;0;0;-4.51373e-06;
2.96044e-05;0;0;0;-4.51283e-06;
2.96144e-05;0;0;0;-4.51193e-06;
2.96244e-05;0;0;0;-4.51102e-06;
2.96344e-05;0;0;0;-4.51012e-06;
2.96444e-05;0;0;0;-4.50922e-06;
2.96544e-05;0;0;0;-4.50832e-06;
2.96644e-05;0;0;0;-4.50742e-06;
2.96744e-05;0;0;0;-4.50651e-06;
2.96844e-05;0;0;0;-4.50561e-06;
2.96944e-05;0;0;0;-4.50471e-06;
2.97044e-05;0;0;0;-4.50381e-06;
2.97144e-05;0;0;0;-4.50291e-06;
2.97244e-05;0;0;0;-4.50201e-06;
2.97344e-05;0;0;0;-4.50111e-06;
2.97444e-05;0;0;0;-4.50021e-06;
2.97544e-05;0;0;0;-4.49931e-06;
2.97644e-05;0;0;0;-4.49841e-06;
2.97744e-05;0;0;0;-4.49751e-06;
2.97844e-05;0;0;0;-4.49661e-06;
2.97944e-05;0;0;0;-4.49571e-06;
2.98044e-05;0;0;0;-4.49481e-06;
2.98144e-05;0;0;0;-4.49391e-06;
2.98244e-05;0;0;0;-4.49301e-06;
2.98344e-05;0;0;0;-4.49211e-06;
2.98444e-05;0;0;0;-4.49121e-06;
2.98544e-05;0;0;0;-4.49031e-06;
2.98644e-05;0;0;0;-4.48941e-06;
2.98744e-05;0;0;0;-4.48852e-06;
2.98844e-05;0;0;0;-4.48762e-06;
2.98944e-05;0;0;0;-4.48672e-06;
2.99044e-05;0;0;0;-4.48582e-06;
2.99144e-05;0;0;0;-4.48493e-06;
2.99244e-05;0;0;0;-4.48403e-06;
2.99344e-05;0;0;0;-4.48313e-06;
2.99444e-05;0;0;0;-4.48223e-06;
2.99544e-05;0;0;0;-4.48134e-06;
2.99644e-05;0;0;0;-4.48044e-06;
2.99744e-05;0;0;0;-4.47954e-06;
2.99844e-05;0;0;0;-4.47865e-06;
2.99944e-05;0;0;0;-4.47775e-06;
3.00044e-05;0;0;0;-4.47686e-06;
3.00144e-05;0;0;0;-4.47596e-06;
3.00244e-05;0;0;0;-4.47507e-06;
3.00344e-05;0;0;0;-4.47417e-06;
3.00444e-05;0;0;0;-4.47328e-06;
3.00544e-05;0;0;0;-4.47238e-06;
3.00644e-05;0;0;0;-4.47149e-06;
3.00744e-05;0;0;0;-4.47059e-06;
3.00844e-05;0;0;0;-4.4697e-06;
3.00944e-05;0;0;0;-4.4688e-06;
3.01044e-05;0;0;0;-4.46791e-06;
3.01144e-05;0;0;0;-4.46701e-06;
3.01244e-05;0;0;0;-4.46612e-06;
3.01344e-05;0;0;0;-4.46523e-06;
3.01444e-05;0;0;0;-4.46433e-06;
3.01544e-05;0;0;0;-4.46344e-06;
3.01644e-05;0;0;0;-4.46255e-06;
3.01744e-05;0;0;0;-4.46166e-06;
3.01844e-05;0;0;0;-4.46076e-06;
3.01944e-05;0;0;0;-4.45987e-06;
3.02044e-05;0;0;0;-4.45898e-06;
3.02144e-05;0;0;0;-4.45809e-06;
3.02244e-05;0;0;0;-4.45719e-06;
3.02344e-05;0;0;0;-4.4563e-06;
3.02444e-05;0;0;0;-4.45541e-06;
3.02544e-05;0;0;0;-4.45452e-06;
3.02644e-05;0;0;0;-4.45363e-06;
3.02744e-05;0;0;0;-4.45274e-06;
3.02844e-05;0;0;0;-4.45185e-06;
3.02944e-05;0;0;0;-4.45096e-06;
3.03044e-05;0;0;0;-4.45007e-06;
3.03144e-05;0;0;0;-4.44918e-06;
3.03244e-05;0;0;0;-4.44828e-06;
3.03344e-05;0;0;0;-4.4474e-06;
3.03444e-05;0;0;0;-4.44651e-06;
3.03544e-05;0;0;0;-4.44562e-06;
3.03644e-05;0;0;0;-4.44473e-06;
3.03744e-05;0;0;0;-4.44384e-06;
3.03844e-05;0;0;0;-4.44295e-06;
3.03944e-05;0;0;0;-4.44206e-06;
3.04044e-05;0;0;0;-4.44117e-06;
3.04144e-05;0;0;0;-4.44028e-06;
3.04244e-05;0;0;0;-4.43939e-06;
3.04344e-05;0;0;0;-4.43851e-06;
3.04444e-05;0;0;0;-4.43762e-06;
3.04544e-05;0;0;0;-4.43673e-06;
3.04644e-05;0;0;0;-4.43584e-06;
3.04744e-05;0;0;0;-4.43495e-06;
3.04844e-05;0;0;0;-4.43407e-06;
3.04944e-05;0;0;0;-4.43318e-06;
3.05044e-05;0;0;0;-4.43229e-06;
3.05144e-05;0;0;0;-4.43141e-06;
3.05244e-05;0;0;0;-4.43052e-06;
3.05344e-05;0;0;0;-4.42963e-06;
3.05444e-05;0;0;0;-4.42875e-06;
3.05544e-05;0;0;0;-4.42786e-06;
3.05644e-05;0;0;0;-4.42698e-06;
3.05744e-05;0;0;0;-4.42609e-06;
3.05844e-05;0;0;0;-4.4252e-06;
3.05944e-05;0;0;0;-4.42432e-06;
3.06044e-05;0;0;0;-4.42343e-06;
3.06144e-05;0;0;0;-4.42255e-06;
3.06244e-05;0;0;0;-4.42166e-06;
3.06344e-05;0;0;0;-4.42078e-06;
3.06444e-05;0;0;0;-4.4199e-06;
3.06544e-05;0;0;0;-4.41901e-06;
3.06644e-05;0;0;0;-4.41813e-06;
3.06744e-05;0;0;0;-4.41724e-06;
3.06844e-05;0;0;0;-4.41636e-06;
3.06944e-05;0;0;0;-4.41548e-06;
3.07044e-05;0;0;0;-4.41459e-06;
