                                kicad schematic
                                Transient Analysis  Mon Jun 22 20:01:16  2026
--------------------------------------------------------------------------------
Index   time            e.x1.e1#branch  v1#branch       v2#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	-5.00000e-09	
1	1.000000e-11	-6.79855e-09	-6.25485e-13	-5.00000e-09	
2	1.449680e-11	-1.12277e-08	-9.06181e-13	-5.00000e-09	
3	2.349041e-11	-2.28245e-08	-1.46643e-12	-5.00000e-09	
4	4.147763e-11	-6.23818e-08	-2.58012e-12	-5.00000e-09	
5	7.745207e-11	-2.06290e-07	-4.78048e-12	-5.00000e-09	
6	1.494009e-10	-7.48086e-07	-9.07528e-12	-5.00000e-09	
7	2.932987e-10	-2.80745e-06	-1.72577e-11	-5.00000e-09	
8	5.810942e-10	-1.05299e-05	-3.21156e-11	-5.00000e-09	
9	1.156685e-09	-3.82990e-05	-5.66547e-11	-5.00000e-09	
10	2.156685e-09	-1.16197e-04	-8.66789e-11	-5.00000e-09	
11	3.156685e-09	-2.20466e-04	-1.05182e-10	-5.00000e-09	
12	4.156685e-09	-3.40788e-04	-1.16218e-10	-5.00000e-09	
13	5.156685e-09	-4.70438e-04	-1.22349e-10	-5.00000e-09	
14	6.156685e-09	-6.04963e-04	-1.25192e-10	-5.00000e-09	
15	7.156685e-09	-7.41347e-04	-1.25772e-10	-5.00000e-09	
16	8.156685e-09	-8.77482e-04	-1.24739e-10	-5.00000e-09	
17	9.156685e-09	-1.01184e-03	-1.22511e-10	-5.00000e-09	
18	1.015669e-08	-1.14328e-03	-1.19355e-10	-5.00000e-09	
19	1.115669e-08	-1.27087e-03	-1.15449e-10	-5.00000e-09	
20	1.215669e-08	-1.39387e-03	-1.10910e-10	-5.00000e-09	
21	1.315669e-08	-1.51164e-03	-1.05822e-10	-5.00000e-09	
22	1.415669e-08	-1.62361e-03	-1.00246e-10	-5.00000e-09	
23	1.515669e-08	-1.72928e-03	-9.42304e-11	-5.00000e-09	
24	1.615669e-08	-1.82819e-03	-8.78149e-11	-5.00000e-09	
